case,clip,frame,split,top_points
Case-097,009,104,4,"[(198.5341234282411, 55.13444139326493)]"
Case-097,009,108,4,"[(198.82734499205085, 53.08189044659633)]"
Case-097,009,116,4,"[(197.36123717300194, 53.668333574215914)]"
Case-097,010,004,4,"[(185.9255961844198, 47.80390229801995)]"
Case-097,010,012,4,"[(194.72224309871373, 58.359878595172724)]"
Case-097,010,024,4,"[(178.0086139615552, 55.427662957074716)]"
Case-097,010,028,4,"[(170.09163173869055, 53.961555138025716)]"
Case-097,010,032,4,"[(173.0238473767886, 51.02933949992774)]"
Case-097,010,044,4,"[(180.9408295996532, 57.77343546755313)]"
Case-097,010,052,4,"[(185.9255961844198, 60.412429541841306)]"
Case-097,010,056,4,"[(199.41378811967056, 53.37511201040612)]"
Case-097,010,064,4,"[(168.3323023558318, 44.578465096112154)]"
Case-097,010,072,4,"[(147.51357132533602, 38.12759069229658)]"
Case-097,010,080,4,"[(189.44425495013732, 50.44289637230815)]"
Case-097,010,084,4,"[(154.2576672929614, 43.405578840872955), (196.77479404538227, 48.97678855325914)]"
Case-097,010,100,4,"[(198.82734499205085, 59.53276485041191)]"
Case-097,010,104,4,"[(154.2576672929614, 49.27001011706894)]"
Case-097,010,108,4,"[(133.7321578262755, 51.02933949992774)]"
Case-097,011,000,4,"[(151.61867321867325, 44.285243532302374)]"
Case-097,011,016,4,"[(158.6559907501084, 43.69880040468278)]"
Case-097,011,020,4,"[(170.67807486631014, 46.63101604278076)]"
Case-097,011,024,4,"[(161.00176326058678, 38.71403381991618), (182.9933805463217, 55.13444139326493)]"
Case-097,011,028,4,"[(162.17464951582608, 38.71403381991618), (181.82049429108253, 52.49544731897674)]"
Case-097,011,048,4,"[(166.8661945367828, 42.81913571325335)]"
Case-097,011,060,4,"[(156.89666136724964, 40.47336320277496), (178.0086139615552, 48.09712386182973)]"
Case-097,011,064,4,"[(166.572972972973, 44.87168665992197)]"
Case-097,011,080,4,"[(160.708541696777, 43.405578840872955)]"
Case-097,011,084,4,"[(172.1441826853592, 49.27001011706894)]"
Case-097,011,092,4,"[(169.79841017488076, 46.92423760659054)]"
Case-097,011,100,4,"[(130.50672062436774, 29.330943778002588), (184.75270992918047, 55.13444139326493)]"
Case-097,011,104,4,"[(129.62705593293828, 28.45127908657321), (182.11371585489235, 57.48021390374331)]"
Case-097,012,004,4,"[(174.78317675964735, 52.78866888278653), (209.3833212892037, 57.48021390374331)]"
Case-097,012,008,4,"[(189.737476513947, 52.49544731897674), (231.66816013874845, 55.72088452088448)]"
Case-097,012,024,4,"[(206.45110565110562, 50.736117936117935), (237.2393698511346, 55.427662957074716)]"
Case-097,012,028,4,"[(195.89512935395297, 50.736117936117935), (237.53259141494436, 56.89377077612373)]"
Case-097,012,032,4,"[(194.13579997109417, 53.37511201040612), (236.06648359589545, 55.13444139326493)]"
Case-097,012,036,4,"[(195.60190779014317, 50.736117936117935), (237.53259141494436, 56.30732764850412)]"
Case-097,012,040,4,"[(195.89512935395297, 52.20222575516693), (238.70547767018357, 57.18699233993351)]"
Case-097,012,044,4,"[(241.05125018066195, 57.77343546755313)]"
Case-097,012,048,4,"[(230.4952738835092, 57.77343546755313), (245.44957363780898, 58.94632172279232)]"
Case-097,012,052,4,"[(201.4663390663391, 52.49544731897674), (235.48004046827583, 56.30732764850412)]"
Case-097,012,056,4,"[(188.27136869489811, 51.61578262754731), (236.3597051597051, 57.77343546755313)]"
Case-097,012,060,4,"[(197.06801560919212, 54.54799826564534)]"
Case-097,012,064,4,"[(189.737476513947, 52.78866888278653), (230.78849544731892, 58.94632172279232)]"
Case-097,012,068,4,"[(197.9476803006215, 54.254776701835524), (229.61560919207972, 58.94632172279232)]"
Case-097,012,072,4,"[(236.06648359589545, 58.65310015898253)]"
Case-097,012,076,4,"[(237.53259141494436, 61.58531579708051)]"
Case-097,012,084,4,"[(206.45110565110562, 51.322561063737545)]"
Case-097,012,088,4,"[(203.22566844919794, 48.68356698944935)]"
Case-097,012,092,4,"[(208.50365659777424, 50.44289637230815)]"
Case-097,012,096,4,"[(212.0223153634919, 54.54799826564534)]"
Case-097,012,100,4,"[(211.43587223587227, 52.20222575516693)]"
Case-097,012,116,4,"[(202.93244688538803, 51.02933949992774)]"
Case-097,013,000,4,"[(153.37800260153202, 56.01410608469432)]"
Case-097,013,004,4,"[(145.16779881485766, 50.736117936117935), (167.1594161005926, 63.344645179939306), (188.85781182251762, 78.29894493423905)]"
Case-097,013,008,4,"[(150.73900852724384, 53.37511201040612), (165.40008671773373, 60.70565110565113), (185.9255961844198, 76.24639398757047)]"
Case-097,013,012,4,"[(155.43055354820063, 52.20222575516693), (183.28660211013144, 76.53961555138028)]"
Case-097,013,016,4,"[(144.5813556872381, 49.856453244688545), (155.13733198439078, 54.841219829455106)]"
Case-097,013,020,4,"[(140.18303223009104, 52.20222575516693), (156.01699667582022, 55.72088452088448)]"
Case-097,013,024,4,"[(149.5661222720046, 55.427662957074716)]"
Case-097,013,028,4,"[(135.49148720913425, 56.01410608469432)]"
Case-097,013,036,4,"[(127.57450498626972, 47.51068073421013), (145.75424194247725, 59.8259864142217)]"
Case-097,013,040,4,"[(132.55927157103633, 51.322561063737545), (155.72377511201046, 60.412429541841306), (175.9560630148865, 78.59216649804885)]"
Case-097,013,044,4,"[(149.8593438358144, 58.359878595172724)]"
Case-097,013,048,4,"[(144.28813412342834, 56.600549212313936)]"
Case-097,013,052,4,"[(137.5440381558029, 54.54799826564534), (175.9560630148865, 77.12605867899987)]"
Case-097,013,056,4,"[(141.35591848533025, 52.49544731897674), (171.26451799392976, 74.78028616852144)]"
Case-097,013,060,4,"[(137.25081659199304, 53.668333574215914), (161.29498482439658, 73.60739991328231)]"
Case-097,013,064,4,"[(129.0406128053187, 49.856453244688545), (166.572972972973, 73.31417834947248)]"
Case-097,013,068,4,"[(136.3711519005637, 51.61578262754731), (156.01699667582022, 64.5175314351785)]"
Case-097,013,072,4,"[(147.51357132533602, 70.38196271137448)]"
Case-097,013,076,4,"[(134.31860095389507, 51.02933949992774), (157.48310449486922, 71.84807053042344)]"
Case-097,013,080,4,"[(132.2660500072265, 50.14967480849833), (152.49833791010263, 68.62263332851569)]"
Case-097,013,084,4,"[(130.50672062436774, 49.856453244688545), (165.106865153924, 75.36672929614109)]"
Case-097,013,088,4,"[(134.31860095389507, 54.841219829455106), (163.64075733487496, 74.19384304090184)]"
Case-106,009,020,4,"[(169.12683263823146, 71.6776091906967)]"
Case-106,009,024,4,"[(167.0438809712663, 68.2928127318783)]"
Case-106,009,040,4,"[(171.99089118030852, 68.55318169024893)]"
Case-106,009,044,4,"[(169.64757055497273, 65.94949210654246)]"
Case-106,009,048,4,"[(167.30424992963688, 69.85502648210219)]"
Case-106,009,052,4,"[(167.56461888800757, 69.07391960699022)]"
Case-106,009,068,4,"[(169.64757055497273, 71.93797814906735)]"
Case-106,009,072,4,"[(169.38720159660213, 70.3757643988435)]"
Case-106,010,000,4,"[(123.30189596499754, 55.795102730087244), (155.84801576132847, 60.4817439807589), (173.29273597216178, 66.47023002328376)]"
Case-106,010,004,4,"[(125.12447867359212, 61.5232198142415), (152.7235882608807, 61.5232198142415), (173.55310493053238, 65.94949210654246)]"
Case-106,010,008,4,"[(124.86410971522145, 58.65916127216438), (174.85494972238567, 68.03244377350765)]"
Case-106,010,012,4,"[(174.33421180564437, 69.07391960699022)]"
Case-106,010,016,4,"[(172.51162909704982, 66.7305989816544)]"
Case-106,010,020,4,"[(175.1153186807563, 63.606171481206644)]"
Case-106,010,024,4,"[(170.16830847171406, 70.3757643988435), (186.83192180743552, 70.63613335721413)]"
Case-106,010,028,4,"[(173.55310493053238, 65.1683852314305)]"
Case-106,010,044,4,"[(173.29273597216178, 64.38727835631862)]"
Case-106,010,048,4,"[(168.86646367986083, 65.68912314817183)]"
Case-106,010,052,4,"[(166.00240513778374, 67.51170585676635)]"
Case-106,010,056,4,"[(113.66824450528362, 56.31584064682853), (140.74661617583092, 62.04395773098274), (166.78351201289564, 67.77207481513699)]"
Case-106,010,060,4,"[(110.02307908809455, 53.71215106312204), (157.67059846992302, 68.2928127318783)]"
Case-106,010,068,4,"[(110.54381700483587, 56.05547168845787), (158.97244326177625, 68.03244377350765)]"
Case-106,010,072,4,"[(115.49082721387815, 53.71215106312204)]"
Case-106,010,076,4,"[(123.30189596499754, 52.41030627126882), (170.4286774300847, 67.25133689839573)]"
Case-106,010,080,4,"[(115.7511961722488, 47.72366502059717), (160.79502597037077, 67.25133689839573)]"
Case-106,010,092,4,"[(108.72123429624133, 45.11997543689071)]"
Case-106,010,096,4,"[(122.260420131515, 50.06698564593302), (167.56461888800757, 69.85502648210219)]"
Case-106,010,100,4,"[(123.56226492336823, 57.35731648031112), (168.86646367986083, 67.25133689839573)]"
Case-106,010,104,4,"[(173.03236701379114, 65.94949210654246)]"
Case-106,010,108,4,"[(170.4286774300847, 65.94949210654246)]"
Case-106,010,112,4,"[(170.4286774300847, 65.94949210654246)]"
Case-106,010,116,4,"[(126.42632346544535, 59.44026814727631), (152.20285034413936, 63.8665404395773), (168.86646367986083, 68.81355064861958)]"
Case-106,010,120,4,"[(128.76964409078113, 61.5232198142415), (172.2512601386792, 72.45871606580864)]"
Case-106,010,124,4,"[(167.30424992963688, 69.85502648210219)]"
Case-106,010,128,4,"[(167.56461888800757, 65.94949210654246)]"
Case-106,010,132,4,"[(168.0853568047488, 66.99096794002507)]"
Case-106,010,136,4,"[(168.34572576311945, 65.1683852314305)]"
Case-106,010,140,4,"[(169.64757055497273, 61.5232198142415)]"
Case-106,010,144,4,"[(171.47015326356728, 65.68912314817183)]"
Case-106,010,148,4,"[(170.949415346826, 64.12690939794795)]"
Case-106,010,152,4,"[(166.78351201289564, 65.42875418980118)]"
Case-106,010,156,4,"[(162.6176086789653, 67.51170585676635)]"
Case-106,011,076,4,"[(185.7904459739528, 76.10388148299774)]"
Case-106,011,120,4,"[(135.5392370084179, 74.28129877440318)]"
Case-106,011,132,4,"[(134.758130133306, 75.32277460788575)]"
Case-106,011,152,4,"[(171.47015326356728, 75.32277460788575), (188.39413555765938, 75.84351252462704)]"
Case-106,011,156,4,"[(265.9840851521122, 73.7605608576619)]"
Case-106,012,000,4,"[(111.84566179668907, 69.33428856536091)]"
Case-106,012,008,4,"[(99.60832075326867, 70.63613335721413), (124.86410971522145, 73.50019189929128)]"
Case-106,012,012,4,"[(124.08300284010951, 74.80203669114448)]"
Case-106,012,020,4,"[(100.38942762838062, 68.81355064861958)]"
Case-106,012,024,4,"[(155.06690888621654, 74.80203669114448)]"
Case-106,012,044,4,"[(99.08758283652737, 70.3757643988435)]"
Case-106,012,048,4,"[(99.60832075326867, 74.28129877440318)]"
Case-106,012,064,4,"[(115.7511961722488, 74.5416677327738), (136.32034388352994, 74.28129877440318)]"
Case-106,012,068,4,"[(112.88713763017168, 75.58314356625641), (137.88255763375383, 76.624619399739)]"
Case-106,012,072,4,"[(139.70514034234833, 79.22830898344553)]"
Case-106,012,076,4,"[(114.44935138039553, 76.10388148299774), (145.6936263848732, 76.10388148299774)]"
Case-106,012,100,4,"[(169.12683263823146, 76.36425044136837)]"
Case-106,012,112,4,"[(113.14750658854234, 74.28129877440318), (135.79960596678862, 76.36425044136837)]"
Case-106,012,116,4,"[(117.83414783921398, 75.32277460788575), (141.00698513420153, 76.10388148299774)]"
Case-106,012,120,4,"[(114.70972033876619, 72.45871606580864), (141.26735409257222, 76.10388148299774)]"
Case-106,012,132,4,"[(137.62218867538317, 73.7605608576619)]"
Case-106,012,136,4,"[(114.70972033876619, 74.80203669114448), (160.53465701200017, 80.53015377529871)]"
Case-106,012,140,4,"[(113.66824450528362, 74.28129877440318), (158.97244326177625, 78.44720210833354)]"
Case-106,012,144,4,"[(158.97244326177625, 78.44720210833354)]"
Case-106,012,148,4,"[(110.80418596320646, 74.02092981603249)]"
Case-106,012,152,4,"[(108.72123429624133, 75.84351252462704)]"
Case-106,012,156,4,"[(107.94012742112938, 76.624619399739)]"
Case-106,013,000,4,"[(166.78351201289564, 62.04395773098274)]"
Case-106,013,004,4,"[(126.16595450707467, 68.55318169024893), (166.78351201289564, 60.4817439807589)]"
Case-106,013,008,4,"[(166.00240513778374, 59.44026814727631)]"
Case-106,013,012,4,"[(167.30424992963688, 57.61768543868176)]"
Case-106,013,016,4,"[(131.11296471611698, 71.1568712739554), (167.82498784637824, 59.17989918890567)]"
Case-106,013,024,4,"[(169.90793951334336, 59.700637105646955)]"
Case-106,013,028,4,"[(164.4401913875598, 62.56469564772407)]"
Case-106,013,032,4,"[(163.65908451244786, 64.12690939794795)]"
Case-106,013,036,4,"[(166.26277409615432, 62.04395773098274)]"
Case-106,013,048,4,"[(169.64757055497273, 59.44026814727631), (128.76964409078113, 68.2928127318783)]"
Case-106,013,064,4,"[(175.8964255558683, 57.61768543868176)]"
Case-106,013,080,4,"[(125.12447867359212, 66.99096794002507), (168.0853568047488, 59.96100606401758)]"
Case-106,013,084,4,"[(171.73052222193792, 56.83657856356985)]"
Case-106,013,092,4,"[(136.84108180027118, 71.93797814906735)]"
Case-106,013,096,4,"[(145.95399534324386, 71.6776091906967)]"
Case-106,013,100,4,"[(147.51620909346772, 73.50019189929128)]"
Case-106,013,108,4,"[(174.0738428472737, 56.31584064682853)]"
Case-106,013,112,4,"[(174.85494972238567, 58.138423355423065)]"
Case-106,013,148,4,"[(140.74661617583092, 70.3757643988435)]"
Case-106,013,152,4,"[(176.93790138935088, 60.22137502238822)]"
Case-106,013,156,4,"[(174.85494972238567, 58.138423355423065)]"
Case-106,020,000,4,"[(167.0438809712663, 61.78358877261211)]"
Case-106,020,008,4,"[(205.57848681012206, 64.38727835631862)]"
Case-106,020,028,4,"[(186.05081493232348, 66.7305989816544)]"
Case-106,020,032,4,"[(188.65450451602993, 62.30432668935342)]"
Case-106,020,036,4,"[(190.73745618299515, 65.68912314817183)]"
Case-106,020,040,4,"[(183.96786326535837, 65.1683852314305)]"
Case-106,020,044,4,"[(171.47015326356728, 64.64764731468925)]"
Case-106,020,048,4,"[(173.03236701379114, 64.38727835631862)]"
Case-106,020,052,4,"[(179.020853056316, 66.7305989816544), (243.07161681549525, 56.83657856356985)]"
Case-106,020,056,4,"[(249.84120973313208, 51.62919939615688)]"
Case-106,020,060,4,"[(184.22823222372892, 66.7305989816544)]"
Case-106,020,072,4,"[(124.08300284010951, 72.45871606580864)]"
Case-106,020,080,4,"[(165.48166722104241, 64.38727835631862)]"
Case-106,020,092,4,"[(190.9978251413658, 64.90801627305989)]"
Case-106,020,100,4,"[(167.30424992963688, 63.08543356446536)]"
Case-115,008,000,4,"[(185.36908603631505, 60.010669605880665), (203.6085919208783, 52.975431611570414), (147.58725241829117, 58.70784769588544), (135.86185577821482, 61.83462022659666)]"
Case-115,008,004,4,"[(197.35504696821005, 55.059946720840095), (187.45360115047256, 58.44728347371838), (158.53095618291172, 52.71486738940335), (205.1719780615943, 52.975431611570414)]"
Case-115,008,008,4,"[(163.22111460505965, 50.63035228013365), (205.1719780615943, 51.15148099085442)]"
Case-115,008,012,4,"[(212.20721588971838, 51.412045479408114)]"
Case-115,008,016,4,"[(186.93247217703103, 58.18671898516469), (220.02414698310264, 46.98245130508831)]"
Case-115,008,020,4,"[(191.62263098898327, 54.01768929939857), (212.98890915497853, 50.63035228013365)]"
Case-115,008,024,4,"[(191.3620666971647, 55.841639653727924)]"
Case-115,008,028,4,"[(192.14375957262055, 57.14446156372316)]"
Case-115,008,032,4,"[(190.05924484826733, 57.405026052276845), (254.67920831969454, 54.01768929939857)]"
Case-115,008,036,4,"[(192.14375957262055, 55.059946720840095)]"
Case-115,008,040,4,"[(192.6648885460621, 56.36276836444869)]"
Case-115,008,044,4,"[(192.92545283788067, 56.8838973415561)]"
Case-115,008,048,4,"[(194.22827468677804, 57.405026052276845)]"
Case-115,008,052,4,"[(194.74940327041526, 57.405026052276845)]"
Case-115,008,056,4,"[(196.05222511931265, 56.623332853002395)]"
Case-115,008,060,4,"[(194.74940327041526, 55.841639653727924)]"
Case-115,008,064,4,"[(194.48883897859665, 58.70784769588544)]"
Case-115,008,068,4,"[(195.0099675622339, 55.841639653727924)]"
Case-115,008,072,4,"[(191.88319528080194, 57.405026052276845)]"
Case-115,008,076,4,"[(194.22827468677804, 57.66559027444392)]"
Case-115,008,080,4,"[(194.48883897859665, 58.18671898516469), (206.9959284941289, 56.623332853002395)]"
Case-115,008,084,4,"[(215.07342426913604, 54.53881801011933), (207.2564931757518, 54.7993822322864)]"
Case-115,008,088,4,"[(207.777621759389, 55.841639653727924), (195.79166082749404, 60.010669605880665)]"
Case-115,008,092,4,"[(210.12270116536516, 54.53881801011933)]"
Case-115,008,096,4,"[(211.42552301426252, 53.757124810844864)]"
Case-115,008,100,4,"[(206.21423561867306, 55.581075431560855)]"
Case-115,008,104,4,"[(200.74238393126492, 57.66559027444392)]"
Case-115,008,108,4,"[(196.5733540927542, 58.96841218443914)]"
Case-115,009,028,4,"[(144.9816087204964, 70.17268013090214)]"
Case-115,009,032,4,"[(168.9535309740907, 65.74308569019571)]"
Case-115,009,040,4,"[(144.9816087204964, 68.34872951018615)]"
Case-115,009,064,4,"[(157.22813433401433, 68.60929373235322)]"
Case-115,009,068,4,"[(153.5802330791408, 68.08816502163245), (169.47465955772793, 65.74308569019571)]"
Case-115,009,080,4,"[(165.04506542739858, 65.74308569019571)]"
Case-115,009,084,4,"[(165.5661940110358, 66.78534337802387)]"
Case-115,009,088,4,"[(166.08732259467303, 65.74308569019571)]"
Case-115,009,092,4,"[(166.60845156811456, 63.39800635875895)]"
Case-115,009,096,4,"[(164.26337216213847, 64.44026404658712)]"
Case-115,009,100,4,"[(155.66474819329832, 67.30647208874463)]"
Case-115,009,104,4,"[(150.1928961160859, 70.69380884162291)]"
Case-115,010,004,4,"[(171.03804569844394, 83.46146292024822)]"
Case-115,010,008,4,"[(171.03804569844394, 81.89807652169928)]"
Case-115,010,012,4,"[(173.38312510442006, 80.07412616736993)]"
Case-115,010,016,4,"[(171.29860999026255, 79.29243296809547)]"
Case-115,010,020,4,"[(173.12256081260145, 80.85581910025776)]"
Case-115,010,024,4,"[(173.12256081260145, 76.9473536366587)]"
Case-115,010,028,4,"[(175.7282045103962, 71.47550177451075)]"
Case-115,010,032,4,"[(173.9042536880573, 71.47550177451075)]"
Case-115,010,036,4,"[(172.60143183915991, 72.77832368450598)]"
Case-115,010,040,4,"[(169.47465955772793, 74.34171008305489)]"
Case-115,010,056,4,"[(171.29860999026255, 74.60227430522197)]"
Case-115,010,060,4,"[(172.60143183915991, 75.38396750449644)]"
Case-115,010,064,4,"[(173.64368939623867, 68.86985822090692)]"
Case-115,010,084,4,"[(173.12256081260145, 72.25719497378522)]"
Case-115,010,088,4,"[(166.86901585993317, 73.03888817305968)]"
Case-115,010,092,4,"[(161.39716417252507, 72.25719497378522)]"
Case-115,010,096,4,"[(158.2703915012888, 73.8205811059475)]"
Case-115,010,100,4,"[(155.66474819329832, 75.64453172666347)]"
Case-115,010,104,4,"[(155.66474819329832, 75.12340301594273), (147.32668812647253, 74.86283879377567)]"
Case-115,010,108,4,"[(147.32668812647253, 73.29945239522674), (180.93949190598568, 68.34872951018615), (215.5945528527733, 61.3134915158759)]"
Case-115,011,024,4,"[(168.43240200064918, 56.8838973415561)]"
Case-115,011,072,4,"[(144.4604801368592, 60.531798316601424)]"
Case-115,011,100,4,"[(138.20693518419094, 69.91211564234845)]"
Case-115,011,104,4,"[(140.5520145901671, 71.99663075161813)]"
Case-115,012,004,4,"[(243.9960692366969, 45.67962939509308)]"
Case-115,012,008,4,"[(201.78464148834365, 46.98245130508831)]"
Case-115,012,020,4,"[(203.86915621269688, 45.67962939509308)]"
Case-115,012,056,4,"[(205.1719780615943, 45.41906490653939)]"
Case-115,012,068,4,"[(204.3902851861384, 44.376807485097856)]"
Case-115,012,072,4,"[(203.86915621269688, 46.461322594367545)]"
Case-115,012,076,4,"[(207.777621759389, 43.59511428582339)]"
Case-115,012,080,4,"[(204.3902851861384, 47.50358001580908)]"
Case-115,012,084,4,"[(205.1719780615943, 43.33455006365633)]"
Case-115,014,000,4,"[(169.2140952659093, 62.35574893731742)]"
Case-115,014,004,4,"[(180.15779864072553, 62.35574893731742), (158.2703915012888, 67.56703631091169)]"
Case-115,014,008,4,"[(181.46062048962293, 61.0529270273222)]"
Case-115,014,012,4,"[(161.39716417252507, 73.03888817305968)]"
Case-115,014,016,4,"[(161.39716417252507, 74.60227430522197)]"
Case-115,014,020,4,"[(184.32682847923627, 64.96139275730789)]"
Case-115,014,024,4,"[(188.23529402592843, 68.34872951018615)]"
Case-115,014,028,4,"[(198.39730452528877, 68.86985822090692)]"
Case-115,014,032,4,"[(194.22827468677804, 71.99663075161813)]"
Case-115,014,036,4,"[(193.18601712969928, 73.03888817305968)]"
Case-115,014,040,4,"[(181.20005619780434, 77.72904683593318)]"
Case-115,014,044,4,"[(171.55917467188542, 79.29243296809547)]"
Case-115,014,048,4,"[(169.2140952659093, 78.25017554665395)]"
Case-115,014,052,4,"[(164.52393645395708, 75.9050962152172)]"
Case-115,014,056,4,"[(178.85497679182816, 63.39800635875895)]"
Case-115,014,060,4,"[(173.38312510442006, 61.83462022659666)]"
Case-115,014,064,4,"[(164.7845007457757, 62.87687764803819)]"
Case-115,014,068,4,"[(159.05208476654894, 69.13042244307398)]"
Case-115,014,072,4,"[(155.66474819329832, 68.86985822090692)]"
Case-115,014,080,4,"[(149.6717675324487, 73.8205811059475)]"
Case-115,014,084,4,"[(144.9816087204964, 72.77832368450598)]"
Case-115,014,088,4,"[(138.98862844945108, 72.5177594623389)]"
Case-115,014,092,4,"[(138.98862844945108, 69.3909869316277)]"
Case-115,015,028,4,"[(207.777621759389, 48.02470872652984)]"
Case-115,015,080,4,"[(141.07314317380428, 64.70082826875418)]"
Case-115,015,084,4,"[(142.6365297043246, 64.96139275730789)]"
Case-115,015,088,4,"[(138.98862844945108, 64.44026404658712)]"
Case-115,015,092,4,"[(139.77032132490694, 67.56703631091169)]"
Case-115,015,096,4,"[(142.11540073088307, 66.52477888947017)]"
Case-115,015,100,4,"[(139.5097570330883, 68.86985822090692)]"
Case-115,015,104,4,"[(139.5097570330883, 70.17268013090214)]"
Case-115,015,108,4,"[(138.72806415763245, 67.56703631091169)]"
Case-115,016,000,4,"[(142.6365297043246, 61.83462022659666)]"
Case-115,016,012,4,"[(154.62249063621957, 62.87687764803819)]"
Case-115,016,024,4,"[(132.4745192049642, 62.87687764803819)]"
Case-115,016,036,4,"[(141.59427214724582, 63.91913506947972), (165.5661940110358, 87.10936416168019)]"
Case-115,016,040,4,"[(149.41120324063007, 63.13744213659189)]"
Case-115,016,044,4,"[(162.1788570479809, 87.89105709456803)]"
Case-115,016,048,4,"[(162.43942172960382, 88.6727502938425)]"
Case-115,016,052,4,"[(162.43942172960382, 85.54597776313128)]"
Case-115,016,056,4,"[(141.59427214724582, 62.87687764803819), (159.57321335018617, 88.6727502938425)]"
Case-115,016,060,4,"[(137.6858066005537, 61.83462022659666)]"
Case-115,016,064,4,"[(160.6154709072649, 88.41218580528877)]"
Case-115,016,068,4,"[(158.79152047473033, 86.32767096240572)]"
Case-115,016,076,4,"[(138.20693518419094, 63.91913506947972)]"
Case-115,016,080,4,"[(130.91113306424822, 65.22195697947495)]"
Case-115,016,084,4,"[(135.34072719457757, 64.96139275730789)]"
Case-115,016,088,4,"[(134.0379053456802, 64.44026404658712), (160.6154709072649, 87.10936416168019)]"
Case-115,017,000,4,"[(194.56071865859667, 69.91211564234845)]"
Case-115,017,004,4,"[(193.7790257831408, 69.3909869316277)]"
Case-115,017,008,4,"[(194.3001543667781, 70.17268013090214)]"
Case-115,017,012,4,"[(195.34241192385682, 68.86985822090692)]"
Case-115,017,016,4,"[(193.7790257831408, 70.17268013090214)]"
Case-115,017,020,4,"[(197.68749132983294, 69.13042244307398)]"
Case-115,017,024,4,"[(190.39168882008593, 69.65155142018139)]"
Case-115,017,028,4,"[(158.34227157109308, 66.78534337802387), (191.6945106689833, 70.17268013090214)]"
Case-115,017,036,4,"[(202.37764975198093, 70.95437306378997)]"
Case-115,017,040,4,"[(237.55383967221005, 73.8205811059475), (203.41990730905968, 69.91211564234845), (152.87041988368497, 65.48252146802865)]"
Case-115,017,044,4,"[(241.46230521890212, 73.03888817305968), (198.2086199134702, 70.69380884162291), (155.73662787329835, 68.60929373235322)]"
Case-115,017,048,4,"[(236.5115821151313, 74.60227430522197), (196.9057980645728, 68.34872951018615)]"
Case-115,017,052,4,"[(199.77200605418616, 68.86985822090692)]"
Case-115,017,056,4,"[(201.8565211683437, 67.56703631091169), (210.19458084536518, 68.60929373235322), (154.9549346080382, 63.39800635875895), (237.55383967221005, 71.99663075161813)]"
Case-115,017,060,4,"[(200.5536993194463, 67.04590760019093), (155.99719216511696, 67.04590760019093)]"
Case-115,017,064,4,"[(195.34241192385682, 66.0036501787494)]"
Case-115,017,068,4,"[(193.7790257831408, 69.91211564234845)]"
Case-115,017,072,4,"[(190.39168882008593, 68.60929373235322)]"
Case-115,017,076,4,"[(191.9550749608019, 67.8276007994654)]"
Case-115,017,080,4,"[(192.73676822606205, 69.65155142018139)]"
Case-115,017,084,4,"[(191.4339463771647, 71.21493755234367)]"
Case-115,017,088,4,"[(191.9550749608019, 64.44026404658712)]"
Case-115,017,092,4,"[(192.47620393424344, 68.08816502163245)]"
Case-115,017,100,4,"[(208.63119470464918, 66.0036501787494)]"
Case-115,017,104,4,"[(203.15934301724107, 67.30647208874463)]"
Case-115,017,108,4,"[(203.15934301724107, 67.30647208874463)]"
Case-115,017,116,4,"[(234.16650270915514, 72.5177594623389), (206.54667959049164, 65.74308569019571)]"
Case-115,017,120,4,"[(204.46216486613844, 64.96139275730789)]"
Case-115,017,124,4,"[(204.20160057431983, 63.91913506947972)]"
Case-115,017,128,4,"[(202.37764975198093, 67.8276007994654)]"
Case-115,017,132,4,"[(201.8565211683437, 66.26421440091649)]"
Case-115,017,136,4,"[(201.8565211683437, 66.26421440091649)]"
Case-115,017,140,4,"[(194.3001543667781, 62.87687764803819), (239.11722581292605, 70.17268013090214), (156.5183207487542, 67.56703631091169)]"
Case-115,017,144,4,"[(198.2086199134702, 68.08816502163245), (157.03944972219568, 62.87687764803819)]"
Case-115,017,148,4,"[(196.9057980645728, 67.30647208874463), (209.1523232882864, 66.0036501787494), (238.07496825584724, 72.25719497378522)]"
Case-115,018,036,4,"[(194.03959007495948, 93.62347317888309), (226.61013629739384, 98.83476055247732)]"
Case-115,018,040,4,"[(169.02541065409068, 88.6727502938425), (218.0115119387494, 100.39814695102626)]"
Case-115,018,044,4,"[(192.21563964242483, 95.44742379959906)]"
Case-115,018,048,4,"[(224.26505689141766, 97.01080993176134)]"
Case-115,018,052,4,"[(195.0818476320382, 93.62347317888309)]"
Case-115,018,056,4,"[(193.5184614913222, 98.83476055247732)]"
Case-115,018,060,4,"[(214.10304639205728, 98.57419633031027)]"
Case-115,018,064,4,"[(196.38466948093557, 96.2291169988735), (209.1523232882864, 98.0530676195895)]"
Case-115,018,068,4,"[(171.63105435188547, 88.41218580528877)]"
Case-115,018,072,4,"[(205.2438577415943, 94.40516637815752)]"
Case-115,018,076,4,"[(171.63105435188547, 87.36992838384725)]"
Case-115,018,080,4,"[(170.32823250298807, 89.97557220383771)]"
Case-115,018,124,4,"[(171.37049006006683, 85.54597776313128), (111.18012071896898, 85.54597776313128)]"
Case-115,018,128,4,"[(167.2014602215561, 87.36992838384725), (108.83504131299284, 83.98259163096897)]"
Case-115,018,132,4,"[(166.68033124811456, 87.63049287240096), (112.48294256786635, 83.98259163096897)]"
