case,clip,frame,wkt_geoms
Case-106,10,104,"['LINESTRING (39.70588235294117 28.49842282954237, 37.09893048128342 98.34181473175776)']"
Case-106,10,108,"['LINESTRING (39.03743315508022 28.49842282954237, 35.6951871657754 98.83160008871587)']"
Case-106,10,112,"['LINESTRING (39.03743315508022 28.49842282954237, 35.16042780748664 97.55815816062497)']"
Case-106,10,116,"['LINESTRING (27.74064171122995 26.04949604475221, 13.16844919786096 80.31771359570223)', 'LINESTRING (34.35828877005347 27.71476625840952, 24.13101604278075 90.89707730599571)', 'LINESTRING (38.63636363636363 29.57595061485004, 37.3663101604278 95.50105966140121)']"
Case-106,10,120,"['LINESTRING (28.34224598930481 26.83315261588507, 12.4331550802139 85.50943837945736)', 'LINESTRING (39.50534759358289 30.94734961433253, 34.62566844919786 94.03170359052714)']"
Case-106,10,124,"['LINESTRING (38.23529411764706 29.96777890041647, 32.0187165775401 95.40310259000962)']"
Case-106,10,128,"['LINESTRING (38.30213903743315 28.49842282954237, 34.55882352941175 94.03170359052714)']"
Case-106,10,132,"['LINESTRING (38.43582887700534 28.8902511151088, 36.83155080213903 94.22761773331037)']"
Case-106,10,136,"['LINESTRING (38.50267379679143 28.20455161536754, 34.49197860962567 92.75826166243624)']"
Case-106,10,140,"['LINESTRING (38.83689839572193 26.83315261588507, 33.22192513368984 93.73783237635232)']"
Case-106,10,144,"['LINESTRING (39.3048128342246 28.40046575815077, 34.82620320855615 97.75407230340818)']"
Case-106,10,148,"['LINESTRING (39.17112299465241 27.81272332980113, 35.02673796791444 96.4806303753173)']"
Case-106,10,152,"['LINESTRING (38.10160427807487 28.30250868675916, 35.7620320855615 98.14590058897457)']"
Case-106,10,156,"['LINESTRING (37.03208556149733 29.08616525789201, 27.072192513369 97.16632987505852)']"
Case-106,11,76,"['LINESTRING (42.98128342245988 32.31874861381503, 42.98128342245988 95.20718844722641)']"
Case-106,11,120,"['LINESTRING (30.0802139037433 31.63304911407378, 22.86096256684492 92.56234751965303)']"
Case-106,11,132,"['LINESTRING (29.87967914438502 32.0248773996402, 23.46256684491978 91.28890559156216)']"
Case-106,11,152,"['LINESTRING (39.3048128342246 32.0248773996402, 35.96256684491978 96.67654451810053)', 'LINESTRING (43.64973262032086 32.22079154242341, 43.91711229946525 97.16632987505852)']"
Case-106,11,156,"['LINESTRING (63.56951871657755 31.43713497129057, 80.88235294117648 84.62782473693289)']"
Case-106,12,0,"['LINESTRING (23.99732620320855 29.77186475763326, 6.417112299465241 84.92169595110769)']"
Case-106,12,8,"['LINESTRING (20.85561497326203 30.26165011459129, 3.475935828877006 81.49319845240149)', 'LINESTRING (27.33957219251337 31.33917789989897, 12.16577540106952 89.42772123512161)']"
Case-106,12,12,"['LINESTRING (27.13903743315508 31.82896325685699, 15.30748663101604 88.6440646639888)']"
Case-106,12,20,"['LINESTRING (21.05614973262032 29.57595061485004, 3.074866310160428 83.15846866605879)']"
Case-106,12,24,"['LINESTRING (35.09358288770054 31.82896325685699, 34.35828877005347 97.16632987505852)']"
Case-106,12,44,"['LINESTRING (20.72192513368984 30.16369304319969, 5.147058823529412 83.94212523719166)']"
Case-106,12,48,"['LINESTRING (20.85561497326203 31.63304911407378, 6.149732620320856 82.08094088075113)']"
Case-106,12,64,"['LINESTRING (25 31.73100618546538, 7.687165775401071 83.74621109440844)', 'LINESTRING (30.28074866310161 31.63304911407378, 20.18716577540107 91.09299144877893)']"
Case-106,12,68,"['LINESTRING (24.26470588235294 32.12283447103181, 7.48663101604278 85.41148130806575)', 'LINESTRING (30.68181818181819 32.51466275659824, 18.85026737967915 92.66030459104465)']"
Case-106,12,72,"['LINESTRING (31.14973262032085 33.49423347051432, 17.51336898395722 91.87664801991176)']"
Case-106,12,76,"['LINESTRING (24.66577540106951 32.31874861381503, 6.951871657754009 86.97879445033143)', 'LINESTRING (32.68716577540106 32.31874861381503, 22.32620320855615 94.22761773331037)']"
Case-106,12,100,"['LINESTRING (38.70320855614974 32.41670568520663, 30.88235294117647 95.30514551861803)']"
Case-106,12,112,"['LINESTRING (24.33155080213904 31.63304911407378, 7.754010695187167 87.37062273589788)', 'LINESTRING (30.14705882352941 32.41670568520663, 17.11229946524064 91.48481973434534)']"
Case-106,12,116,"['LINESTRING (25.53475935828877 32.0248773996402, 8.756684491978612 84.13803937997486)', 'LINESTRING (31.48395721925133 32.31874861381503, 20.32085561497326 93.93374651913552)']"
Case-106,12,120,"['LINESTRING (24.73262032085561 30.94734961433253, 8.556149732620318 85.01965302249934)', 'LINESTRING (31.55080213903743 32.31874861381503, 19.25133689839572 91.68073387712857)']"
Case-106,12,132,"['LINESTRING (30.61497326203209 31.43713497129057, 21.32352941176471 93.6398753049607)']"
Case-106,12,136,"['LINESTRING (24.73262032085561 31.82896325685699, 10.29411764705882 86.1951378791986)', 'LINESTRING (36.49732620320857 33.98401882747233, 31.75133689839572 96.57858744670889)']"
Case-106,12,140,"['LINESTRING (24.46524064171123 31.63304911407378, 8.622994652406417 85.80330959363218)', 'LINESTRING (36.09625668449198 33.20036225633949, 30.48128342245989 95.30514551861803)']"
Case-106,12,144,"['LINESTRING (36.09625668449198 33.20036225633949, 31.01604278074867 97.75407230340818)']"
Case-106,12,148,"['LINESTRING (23.72994652406416 31.53509204268216, 8.088235294117649 83.55029695162524)']"
Case-106,12,152,"['LINESTRING (23.1951871657754 32.22079154242341, 9.625668449197859 85.70535252224056)']"
Case-106,12,156,"['LINESTRING (22.99465240641711 32.51466275659824, 8.021390374331551 82.37481209492597)']"
Case-106,13,0,"['LINESTRING (38.10160427807487 27.02906675866826, 31.88502673796791 91.77869094852016)']"
Case-106,13,4,"['LINESTRING (27.67379679144385 29.47799354345843, 17.78074866310161 89.91750659207966)', 'LINESTRING (38.10160427807487 26.44132433031864, 32.35294117647059 94.61944601887676)']"
Case-106,13,8,"['LINESTRING (37.90106951871658 26.04949604475221, 29.07754010695187 94.52148894748514)']"
Case-106,13,12,"['LINESTRING (38.23529411764706 25.36379654501096, 29.14438502673797 90.60320609182087)']"
Case-106,13,16,"['LINESTRING (28.94385026737968 30.4575642573745, 16.57754010695187 86.39105202198184)', 'LINESTRING (38.36898395721926 25.95153897336061, 26.27005347593584 92.46439044826144)']"
Case-106,13,24,"['LINESTRING (38.90374331550802 26.14745311614382, 29.61229946524064 98.53772887454102)']"
Case-106,13,28,"['LINESTRING (37.5 27.22498090145149, 28.34224598930481 95.01127430444318)']"
Case-106,13,32,"['LINESTRING (37.29946524064171 27.81272332980113, 29.14438502673797 94.22761773331037)']"
Case-106,13,36,"['LINESTRING (37.96791443850267 27.02906675866826, 28.6096256684492 95.1092313758348)']"
Case-106,13,48,"['LINESTRING (38.83689839572193 26.04949604475221, 27.80748663101605 91.19094852017055)', 'LINESTRING (28.34224598930481 29.38003647206683, 17.58021390374332 90.11342073486286)']"
Case-106,13,64,"['LINESTRING (40.44117647058824 25.36379654501096, 35.42780748663102 95.20718844722641)']"
Case-106,13,80,"['LINESTRING (27.40641711229947 28.8902511151088, 17.17914438502673 90.30933487764608)', 'LINESTRING (38.43582887700534 26.24541018753542, 31.68449197860963 95.1092313758348)']"
Case-106,13,84,"['LINESTRING (39.37165775401069 25.06992533083615, 30.41443850267379 93.6398753049607)']"
Case-106,13,92,"['LINESTRING (30.41443850267379 30.75143547154932, 21.65775401069519 91.68073387712857)']"
Case-106,13,96,"['LINESTRING (32.75401069518716 30.65347840015771, 22.45989304812835 92.17051923408658)']"
Case-106,13,100,"['LINESTRING (33.15508021390374 31.33917789989897, 23.59625668449198 91.68073387712857)']"
Case-106,13,108,"['LINESTRING (39.97326203208556 24.87401118805293, 35.42780748663102 97.85202937479977)']"
Case-106,13,112,"['LINESTRING (40.17379679144385 25.55971068779418, 35.29411764705883 97.75407230340818)']"
Case-106,13,148,"['LINESTRING (31.41711229946524 30.16369304319969, 21.32352941176471 92.85621873382786)']"
Case-106,13,152,"['LINESTRING (40.70855614973262 26.34336725892702, 35.49465240641711 98.63568594593259)']"
Case-106,13,156,"['LINESTRING (40.17379679144385 25.55971068779418, 36.96524064171123 98.14590058897457)']"
Case-106,20,0,"['LINESTRING (38.16844919786097 26.93110968727666, 28.81016042780749 88.83997880677198)']"
Case-106,20,8,"['LINESTRING (48.06149732620321 27.91068040119274, 47.32620320855615 92.95417580521945)']"
Case-106,20,28,"['LINESTRING (43.04812834224598 28.79229404371718, 42.8475935828877 96.28471623253407)']"
Case-106,20,32,"['LINESTRING (43.71657754010694 27.12702383005988, 44.45187165775402 95.1092313758348)']"
Case-106,20,36,"['LINESTRING (44.25133689839572 28.40046575815077, 45.85561497326204 96.38267330392566)']"
Case-106,20,40,"['LINESTRING (42.51336898395722 28.20455161536754, 44.05080213903743 94.32557480470193)']"
Case-106,20,44,"['LINESTRING (39.3048128342246 28.00863747258434, 39.3048128342246 95.1092313758348)']"
Case-106,20,48,"['LINESTRING (39.70588235294117 27.91068040119274, 39.17112299465241 95.01127430444318)']"
Case-106,20,52,"['LINESTRING (41.24331550802138 28.79229404371718, 42.17914438502674 94.91331723305159)', 'LINESTRING (57.68716577540107 25.06992533083615, 69.58556149732621 87.27266566450626)']"
Case-106,20,56,"['LINESTRING (59.42513368983958 23.11078390300401, 70.52139037433155 88.74202173538036)']"
Case-106,20,60,"['LINESTRING (42.5802139037433 28.79229404371718, 44.6524064171123 94.61944601887676)']"
Case-106,20,72,"['LINESTRING (27.13903743315508 30.94734961433253, 13.03475935828877 86.39105202198184)']"
Case-106,20,80,"['LINESTRING (37.7673796791444 27.91068040119274, 31.81818181818181 93.54191823356908)']"
Case-106,20,92,"['LINESTRING (44.31818181818182 28.10659454397594, 47.12566844919787 97.55815816062497)']"
Case-106,20,100,"['LINESTRING (38.23529411764706 27.4208950442347, 35.49465240641711 95.59901673279283)']"
Case-107,2,4,"['LINESTRING (46.05614973262033 35.85724010204584, 47.12566844919787 95.63591595937793)']"
Case-107,2,12,"['LINESTRING (31.28342245989305 28.76155987832998, 17.04545454545454 90.38705661580731)']"
Case-107,2,24,"['LINESTRING (33.35561497326204 28.858760977285, 22.19251336898396 89.51224672521218)', 'LINESTRING (46.45721925133689 35.85724010204584, 49.39839572192513 96.99673134474808)']"
Case-107,2,28,"['LINESTRING (31.88502673796791 28.08115218564489, 21.05614973262032 92.8170840896826)']"
Case-107,2,32,"['LINESTRING (33.35561497326204 27.78954888877987, 21.45721925133689 92.33107859490755)']"
Case-107,2,36,"['LINESTRING (28.81016042780749 27.2063422950498, 13.83689839572192 89.70664892312222)']"
Case-107,2,44,"['LINESTRING (30.14705882352941 30.21957636265514, 16.31016042780749 90.97026320953739)']"
Case-107,2,52,"['LINESTRING (32.88770053475936 28.95596207624001, 23.59625668449198 92.91428518863759)', 'LINESTRING (48.72994652406418 36.4404466957759, 52.0053475935829 98.35754673011824)']"
Case-107,2,56,"['LINESTRING (30.14705882352941 28.37275548250993, 13.03475935828877 86.49901265760684)', 'LINESTRING (34.55882352941175 29.73357086788009, 23.72994652406416 93.69189398027767)']"
Case-107,2,60,"['LINESTRING (33.15508021390374 28.858760977285, 22.19251336898396 93.49749178236763)']"
Case-107,2,64,"['LINESTRING (33.48930481283422 29.63636976892508, 23.26203208556151 92.03947529804249)']"
Case-107,2,72,"['LINESTRING (35.29411764705883 29.24756537310503, 23.1951871657754 93.10868738654763)']"
Case-107,2,76,"['LINESTRING (29.94652406417111 28.95596207624001, 13.90374331550802 89.9010511210322)']"
Case-107,2,80,"['LINESTRING (30.3475935828877 29.44196757101506, 16.37700534759358 90.48425771476228)', 'LINESTRING (33.42245989304813 30.70558185743022, 23.39572192513369 93.59469288132264)']"
Case-107,2,92,"['LINESTRING (30.3475935828877 27.69234778982485, 14.70588235294118 88.05423024088702)']"
Case-107,2,96,"['LINESTRING (46.65775401069517 35.85724010204584, 46.05614973262033 98.74635112593828)']"
Case-107,2,116,"['LINESTRING (50.20053475935831 35.85724010204584, 55.88235294117647 97.77434013638816)']"
Case-107,2,120,"['LINESTRING (50.53475935828877 35.95444120100084, 56.28342245989304 96.413524751018)']"
Case-107,2,124,"['LINESTRING (35.02673796791444 29.73357086788009, 26.87165775401069 91.16466540744742)']"
Case-107,3,24,"['LINESTRING (52.0053475935829 37.80126208114606, 59.09090909090911 96.60792694892804)', 'LINESTRING (54.41176470588236 37.12085438846098, 61.96524064171123 96.02472035519799)']"
Case-107,3,28,"['LINESTRING (51.27005347593582 38.09286537801108, 57.35294117647059 97.67713903743316)', 'LINESTRING (54.21122994652406 38.1900664769661, 61.56417112299465 95.14991046460285)']"
Case-107,3,32,"['LINESTRING (38.77005347593583 36.24604449786587, 33.62299465240641 97.57993793847814)', 'LINESTRING (50.86898395721925 38.48166977383114, 56.28342245989304 97.0939324437031)', 'LINESTRING (53.47593582887701 38.57887087278615, 61.22994652406418 95.44151376146786)']"
Case-107,3,36,"['LINESTRING (51.40374331550801 37.80126208114606, 60.4946524064171 95.92751925624296)']"
Case-107,3,40,"['LINESTRING (49.59893048128342 36.92645219055095, 53.14171122994652 98.35754673011824)', 'LINESTRING (51.7379679144385 37.12085438846098, 58.35561497326203 97.19113354265814)']"
Case-107,3,44,"['LINESTRING (48.46256684491979 36.14884339891086, 54.07754010695187 97.67713903743316)', 'LINESTRING (50.53475935828877 36.82925109159594, 58.08823529411764 97.38553574056814)']"
Case-107,3,48,"['LINESTRING (48.06149732620321 37.41245768532602, 53.87700534759357 97.48273683952314)', 'LINESTRING (50.13368983957219 37.31525658637099, 57.48663101604278 96.31632365206303)']"
Case-107,3,52,"['LINESTRING (49.6657754010695 37.21805548741598, 55.21390374331552 95.53871486042294)']"
Case-107,3,56,"['LINESTRING (50 37.02365328950597, 54.41176470588236 97.87154123534319)']"
Case-107,3,60,"['LINESTRING (50.53475935828877 37.80126208114606, 56.48395721925136 98.45474782907324)']"
Case-107,3,64,"['LINESTRING (47.19251336898397 37.02365328950597, 50.13368983957219 97.48273683952314)']"
Case-107,3,68,"['LINESTRING (46.72459893048128 36.4404466957759, 49.06417112299467 99.81556321444343)']"
Case-107,3,72,"['LINESTRING (47.19251336898397 37.80126208114606, 49.6657754010695 98.35754673011824)']"
Case-107,3,76,"['LINESTRING (46.59090909090908 36.05164229995584, 48.59625668449198 98.9407533238483)', 'LINESTRING (51.20320855614973 38.67607197174115, 55.61497326203209 96.89953024579306)']"
Case-107,3,80,"['LINESTRING (46.52406417112302 36.34324559682088, 48.39572192513369 98.64915002698329)', 'LINESTRING (49.06417112299467 36.82925109159594, 52.27272727272727 99.81556321444343)']"
Case-107,3,84,"['LINESTRING (46.72459893048128 35.95444120100084, 47.52673796791444 98.55194892802832)']"
Case-107,3,88,"['LINESTRING (46.45721925133689 36.24604449786587, 47.59358288770053 98.26034563116323)']"
Case-107,3,92,"['LINESTRING (46.18983957219251 36.73204999264092, 46.92513368983957 98.84355222489333)']"
Case-107,3,100,"['LINESTRING (45.92245989304812 35.76003900309081, 46.99197860962566 96.89953024579306)', 'LINESTRING (47.79411764705882 36.73204999264092, 51.00267379679144 97.48273683952314)']"
Case-107,3,104,"['LINESTRING (45.78877005347593 36.14884339891086, 47.52673796791444 95.83031815728795)']"
Case-107,3,108,"['LINESTRING (45.65508021390373 36.34324559682088, 47.59358288770053 97.57993793847814)']"
Case-107,3,112,"['LINESTRING (45.65508021390373 36.63484889368591, 47.25935828877006 98.84355222489333)', 'LINESTRING (47.79411764705882 36.92645219055095, 50.66844919786098 98.16314453220821)']"
Case-107,3,116,"['LINESTRING (45.65508021390373 35.56563680518079, 46.79144385026738 96.12192145415297)']"
Case-107,4,4,"['LINESTRING (32.0187165775401 35.85724010204584, 21.05614973262032 91.55346980326742)']"
Case-107,4,8,"['LINESTRING (31.68449197860963 35.6628379041358, 20.98930481283422 92.13667639699749)']"
Case-107,4,84,"['LINESTRING (31.75133689839572 34.69082691458568, 23.66310160427808 93.98349727714273)']"
Case-107,4,120,"['LINESTRING (33.8903743315508 33.71881592503557, 23.46256684491978 92.62268189177254)']"
Case-107,5,0,"['LINESTRING (29.54545454545455 31.09438625325026, 18.64973262032085 90.38705661580731)']"
Case-107,5,40,"['LINESTRING (36.49732620320857 24.58191262326449, 26.7379679144385 93.49749178236763)']"
Case-107,5,44,"['LINESTRING (35.96256684491978 24.67911372221949, 27.27272727272727 94.37230167296275)']"
Case-107,5,88,"['LINESTRING (34.42513368983957 32.55240273757543, 29.54545454545455 97.9687423342982)']"
Case-107,5,92,"['LINESTRING (42.17914438502674 25.35952141490457, 41.31016042780747 97.77434013638816)']"
Case-107,5,112,"['LINESTRING (37.5 25.5539236128146, 34.82620320855615 97.38553574056814)']"
Case-107,5,120,"['LINESTRING (55.88235294117647 24.29030932639945, 69.7192513368984 93.49749178236763)']"
Case-107,7,12,"['LINESTRING (30.61497326203209 37.89846318010105, 13.56951871657754 90.48425771476228)']"
Case-107,7,16,"['LINESTRING (30.41443850267379 38.2872675759211, 13.90374331550802 90.38705661580731)']"
Case-107,7,24,"['LINESTRING (29.94652406417111 37.41245768532602, 16.84491978609626 91.94227419908746)']"
Case-107,7,28,"['LINESTRING (29.87967914438502 37.99566427905607, 17.8475935828877 91.74787200117747)', 'LINESTRING (54.27807486631016 39.55088186233625, 64.43850267379678 93.59469288132264)']"
Case-107,7,36,"['LINESTRING (53.34224598930483 39.74528406024628, 63.10160427807485 94.85830716773782)']"
Case-107,7,40,"['LINESTRING (54.41176470588236 40.42569175293135, 64.5053475935829 93.59469288132264)']"
Case-107,7,44,"['LINESTRING (53.07486631016043 39.8424851592013, 62.23262032085562 90.09545331894226)']"
Case-107,7,60,"['LINESTRING (29.07754010695187 37.12085438846098, 16.1764705882353 90.09545331894226)']"
Case-107,7,72,"['LINESTRING (53.6096256684492 39.25927856547123, 63.16844919786097 94.27510057400778)']"
Case-107,7,76,"['LINESTRING (30.14705882352941 37.99566427905607, 18.11497326203208 92.03947529804249)']"
Case-107,7,80,"['LINESTRING (31.55080213903743 39.0648763675612, 18.44919786096257 92.13667639699749)']"
Case-107,7,84,"['LINESTRING (35.02673796791444 39.45368076338125, 23.79679144385027 95.92751925624296)']"
Case-107,7,88,"['LINESTRING (37.7673796791444 40.42569175293135, 27.47326203208556 96.80232914683803)']"
Case-107,7,92,"['LINESTRING (38.63636363636363 41.98090933621155, 30.68181818181819 97.67713903743316)']"
Case-107,8,32,"['LINESTRING (34.42513368983957 40.62009395084139, 28.81016042780749 93.20588848550263)']"
Case-107,8,36,"['LINESTRING (34.75935828877006 40.62009395084139, 28.27540106951873 93.30308958445765)', 'LINESTRING (57.2192513368984 34.39922361772065, 69.51871657754009 92.13667639699749)']"
Case-107,8,48,"['LINESTRING (32.75401069518716 40.32849065397636, 27.94117647058824 94.6639049698278)', 'LINESTRING (53.87700534759357 33.91321812294559, 64.43850267379678 93.88629617818772)']"
Case-107,8,52,"['LINESTRING (33.75668449197862 40.13408845606633, 25.80213903743315 94.17789947505274)']"
Case-107,8,56,"['LINESTRING (33.48930481283422 39.74528406024628, 27.00534759358289 95.14991046460285)']"
Case-107,8,60,"['LINESTRING (58.68983957219253 34.39922361772065, 72.39304812834223 88.8318390325271)']"
Case-107,8,92,"['LINESTRING (48.26203208556149 40.71729504979641, 47.59358288770053 96.99673134474808)']"
Case-107,9,0,"['LINESTRING (30.41443850267379 34.39922361772065, 19.31818181818182 89.99825221998722)']"
Case-107,9,4,"['LINESTRING (30.68181818181819 36.14884339891086, 19.6524064171123 92.8170840896826)']"
Case-107,9,8,"['LINESTRING (32.21925133689839 35.6628379041358, 21.32352941176471 91.2618665064024)']"
Case-107,9,12,"['LINESTRING (30.48128342245989 35.27403350831575, 20.65508021390374 92.13667639699749)']"
Case-107,9,16,"['LINESTRING (29.14438502673797 34.9824302114507, 17.58021390374332 89.22064342834713)']"
Case-107,9,36,"['LINESTRING (33.02139037433155 38.09286537801108, 22.39304812834225 95.14991046460285)', 'LINESTRING (42.37967914438503 35.56563680518079, 41.04278074866311 98.64915002698329)']"
Case-107,9,40,"['LINESTRING (34.02406417112299 37.89846318010105, 24.39839572192513 92.42827969386254)', 'LINESTRING (42.51336898395722 35.27403350831575, 41.71122994652406 97.48273683952314)']"
Case-107,9,44,"['LINESTRING (35.62834224598931 34.88522911249571, 25.46791443850267 92.71988299072757)']"
Case-107,9,64,"['LINESTRING (43.51604278074866 34.49642471667567, 42.17914438502674 98.45474782907324)']"
Case-107,9,116,"['LINESTRING (42.44652406417112 36.63484889368591, 41.31016042780747 98.64915002698329)']"
Case-107,11,4,"['LINESTRING (36.63101604278074 35.46843570622576, 29.41176470588236 92.8170840896826)']"
Case-107,11,28,"['LINESTRING (27.20588235294118 34.20482141981063, 13.70320855614973 90.38705661580731)']"
Case-107,11,32,"['LINESTRING (53.67647058823529 37.99566427905607, 62.4331550802139 96.31632365206303)', 'LINESTRING (40.10695187165776 39.25927856547123, 35.02673796791444 98.16314453220821)']"
Case-107,11,36,"['LINESTRING (39.57219251336898 39.64808296129127, 36.02941176470588 97.48273683952314)']"
Case-107,11,40,"['LINESTRING (48.06149732620321 42.27251263307659, 50.40106951871659 98.55194892802832)']"
Case-107,11,44,"['LINESTRING (43.78342245989306 41.10609944561647, 41.91176470588236 97.48273683952314)']"
Case-107,11,48,"['LINESTRING (33.75668449197862 37.41245768532602, 22.52673796791444 92.52548079281758)']"
Case-107,11,60,"['LINESTRING (43.11497326203209 37.02365328950597, 40.90909090909092 97.0939324437031)']"
Case-107,11,64,"['LINESTRING (38.63636363636363 34.20482141981063, 34.09090909090909 98.64915002698329)']"
Case-107,11,68,"['LINESTRING (39.2379679144385 33.81601702399058, 37.4331550802139 98.35754673011824)']"
Case-107,11,72,"['LINESTRING (44.38502673796791 36.53764779473092, 42.8475935828877 96.70512804788301)']"
Case-107,11,76,"['LINESTRING (41.84491978609627 35.27403350831575, 41.71122994652406 97.48273683952314)']"
Case-107,11,80,"['LINESTRING (46.52406417112302 37.02365328950597, 51.27005347593582 98.45474782907324)']"
Case-107,11,84,"['LINESTRING (46.65775401069517 37.60685988323602, 50.20053475935831 96.60792694892804)']"
Case-107,11,96,"['LINESTRING (40.975935828877 33.52441372712554, 39.03743315508022 98.35754673011824)', 'LINESTRING (46.85828877005346 32.64960383653042, 52.20588235294118 98.26034563116323)']"
Case-107,11,108,"['LINESTRING (33.8903743315508 35.17683240936075, 23.39572192513369 93.10868738654763)']"
Case-107,11,116,"['LINESTRING (32.48663101604279 35.76003900309081, 20.52139037433155 89.80385002207723)']"
Case-107,12,0,"['LINESTRING (58.28877005347594 36.73204999264092, 72.32620320855615 91.16466540744742)']"
Case-107,12,4,"['LINESTRING (57.62032085561497 36.63484889368591, 69.45187165775403 92.71988299072757)']"
Case-107,12,20,"['LINESTRING (52.60695187165777 33.03840823235049, 61.63101604278074 94.6639049698278)']"
Case-107,12,24,"['LINESTRING (56.81818181818182 32.84400603444046, 68.24866310160427 92.52548079281758)']"
Case-107,12,40,"['LINESTRING (52.94117647058824 34.7880280135407, 61.76470588235294 95.34431266251285)']"
Case-107,12,44,"['LINESTRING (49.59893048128342 35.17683240936075, 57.2192513368984 96.413524751018)']"
Case-107,12,52,"['LINESTRING (61.02941176470588 36.05164229995584, 77.40641711229948 86.20740936074176)']"
Case-107,12,60,"['LINESTRING (55.2807486631016 32.74680493548544, 68.24866310160427 93.88629617818772)']"
Case-107,12,64,"['LINESTRING (56.14973262032087 32.55240273757543, 70.25401069518718 91.16466540744742)']"
Case-107,12,72,"['LINESTRING (58.55614973262033 30.70558185743022, 77.00534759358287 90.19265441789723)']"
Case-107,12,76,"['LINESTRING (56.21657754010696 32.3580005396654, 70.18716577540108 90.97026320953739)']"
Case-107,12,80,"['LINESTRING (52.60695187165777 33.1356093313055, 62.5 94.95550826669283)']"
Case-107,12,84,"['LINESTRING (49.13101604278075 34.10762032085562, 53.5427807486631 96.70512804788301)']"
Case-107,12,88,"['LINESTRING (60.22727272727273 35.95444120100084, 74.06417112299467 86.79061595447186)']"
Case-107,12,92,"['LINESTRING (47.45989304812833 37.02365328950597, 52.94117647058824 97.67713903743316)', 'LINESTRING (58.15508021390373 35.95444120100084, 69.98663101604276 91.55346980326742)']"
Case-107,12,96,"['LINESTRING (49.13101604278075 36.53764779473092, 52.87433155080213 97.48273683952314)']"
Case-107,12,100,"['LINESTRING (46.52406417112302 36.4404466957759, 48.19518716577541 96.80232914683803)', 'LINESTRING (58.68983957219253 35.37123460727076, 71.79144385026737 91.55346980326742)']"
Case-107,12,104,"['LINESTRING (49.39839572192513 34.69082691458568, 56.68449197860963 94.76110606878285)']"
Case-107,12,108,"['LINESTRING (51.20320855614973 33.81601702399058, 59.35828877005348 93.10868738654763)']"
Case-107,12,120,"['LINESTRING (50.13368983957219 34.20482141981063, 58.68983957219253 95.53871486042294)']"
Case-107,13,0,"['LINESTRING (47.25935828877006 60.06031374184369, 47.19251336898397 98.55194892802832)']"
Case-107,13,4,"['LINESTRING (26.27005347593584 32.45520163862041, 12.4331550802139 87.47102364715695)', 'LINESTRING (51.47058823529412 39.0648763675612, 58.55614973262033 96.70512804788301)']"
Case-107,13,8,"['LINESTRING (51.87165775401068 41.49490384143649, 58.02139037433155 99.03795442280332)']"
Case-107,13,12,"['LINESTRING (52.94117647058824 40.71729504979641, 61.02941176470588 95.73311705833297)']"
Case-107,13,28,"['LINESTRING (28.74331550802139 32.45520163862041, 12.83422459893048 88.63743683461711)']"
Case-107,13,32,"['LINESTRING (42.91443850267378 44.41093681008685, 39.50534759358289 102.1483895893637)']"
Case-107,13,40,"['LINESTRING (30.88235294117647 35.07963131040574, 20.72192513368984 92.23387749595251)']"
Case-107,13,44,"['LINESTRING (31.61764705882353 34.7880280135407, 19.85294117647059 92.71988299072757)']"
Case-107,13,48,"['LINESTRING (33.42245989304813 33.62161482608055, 22.32620320855615 91.2618665064024)']"
Case-107,13,52,"['LINESTRING (32.55347593582889 32.84400603444046, 23.99732620320855 95.92751925624296)']"
Case-107,13,60,"['LINESTRING (31.48395721925133 33.62161482608055, 17.17914438502673 93.20588848550263)']"
Case-107,13,64,"['LINESTRING (32.75401069518716 35.37123460727076, 23.32887700534759 92.52548079281758)']"
Case-107,13,68,"['LINESTRING (32.62032085561498 35.17683240936075, 21.05614973262032 93.49749178236763)']"
Case-107,13,76,"['LINESTRING (30.14705882352941 36.92645219055095, 18.31550802139037 90.77586101162731)', 'LINESTRING (36.43048128342246 38.2872675759211, 25.53475935828877 96.80232914683803)', 'LINESTRING (46.05614973262033 40.32849065397636, 47.32620320855615 98.74635112593828)']"
Case-107,13,80,"['LINESTRING (29.54545454545455 39.55088186233625, 18.71657754010695 90.8730621105824)']"
Case-107,13,84,"['LINESTRING (28.6096256684492 39.35647966442623, 17.11229946524064 90.58145881371733)', 'LINESTRING (34.15775401069519 40.62009395084139, 25.20053475935829 96.89953024579306)']"
Case-107,13,88,"['LINESTRING (29.27807486631017 39.8424851592013, 18.58288770053476 90.09545331894226)', 'LINESTRING (34.09090909090909 40.62009395084139, 27.54010695187166 95.44151376146786)']"
Case-107,13,108,"['LINESTRING (27.67379679144385 32.74680493548544, 12.90106951871657 86.9850181523819)']"
Case-107,13,112,"['LINESTRING (30.21390374331552 32.2607994407104, 14.77272727272727 91.65067090222243)']"
Case-107,13,120,"['LINESTRING (37.16577540106952 34.30202251876564, 30.74866310160428 95.92751925624296)', 'LINESTRING (55.74866310160427 37.80126208114606, 69.45187165775403 92.91428518863759)']"
Case-107,14,4,"['LINESTRING (28.6096256684492 37.70406098219104, 16.44385026737968 88.34583353775204)']"
Case-107,14,12,"['LINESTRING (25.66844919786097 38.48166977383114, 10.02673796791444 87.37382254820194)']"
Case-107,14,24,"['LINESTRING (31.08288770053476 31.87199504489035, 15.70855614973262 89.99825221998722)']"
